term;document_corpus;value
tastestastes;5.txt_adboard_data;0.006889744094071073
benefits;8.txt_adboard_data;0.0023074292483914152
true;16.txt_adboard_data;0.0049779786416947825
documented;16.txt_adboard_data;0.014933935925084348
goes;19.txt_adboard_data;0.003508042841050363
programprogram;24.txt_adboard_data;0.0024536367141878455
getting;33.txt_adboard_data;0.009238252353159017
snack;0.txt_adboard_data;0.011622043457938658
went;8.txt_adboard_data;0.0046148584967828305
know;32.txt_adboard_data;0.013858591057376145
information;4.txt_adboard_data;0.011025224529938022
surgeonssurgeons;31.txt_adboard_data;0.0040230150431326125
page;11.txt_adboard_data;0.008915822687585624
listen;14.txt_adboard_data;0.03909023228109798
past;24.txt_adboard_data;0.0021156632508383478
could;1.txt_adboard_data;0.005454844592467144
insurance;26.txt_adboard_data;0.01707049661797861
rolesroles;29.txt_adboard_data;0.006138403234826756
background;17.txt_adboard_data;0.0241633990891549
organically;29.txt_adboard_data;0.008717305320902131
expertiseexpertise;24.txt_adboard_data;0.0030045081445827736
refractory;25.txt_adboard_data;0.006294189943566624
question;15.txt_adboard_data;0.01664670593105465
dayanna;26.txt_adboard_data;0.018795233227151615
weeksweeks;16.txt_adboard_data;0.0035053080134533486
scriptscript;33.txt_adboard_data;0.007010616026906697
counseling;31.txt_adboard_data;0.005713187794929704
job;34.txt_adboard_data;0.006415043153262827
situations;27.txt_adboard_data;0.010214686632953898
requires;16.txt_adboard_data;0.004048826925126491
playersplayers;31.txt_adboard_data;0.005713187794929704
higher;2.txt_adboard_data;0.023597069423002832
days;23.txt_adboard_data;0.009478079987394073
fluoroscopy;25.txt_adboard_data;0.005119364213804004
supplanted;38.txt_adboard_data;0.018384020132199544
requests;25.txt_adboard_data;0.005119364213804004
set;35.txt_adboard_data;0.012632655932542019
platform;35.txt_adboard_data;0.060989395775948044
benefit;36.txt_adboard_data;0.004143867764200475
providers;25.txt_adboard_data;0.0017042743484781315
useuse;13.txt_adboard_data;0.003593240496132911
issuesissues;24.txt_adboard_data;0.0034247256643452958
othersothers;32.txt_adboard_data;0.005502122979880376
often;26.txt_adboard_data;0.006008143848001503
imbedding;32.txt_adboard_data;0.012503609652203056
brad;21.txt_adboard_data;0.010717048270640156
able;7.txt_adboard_data;0.010006999813547957
different;8.txt_adboard_data;0.0020102013657844727
since;38.txt_adboard_data;0.006513251454979887
without;24.txt_adboard_data;0.0010644634254902406
radiology;22.txt_adboard_data;0.005021799890859684
teamsteams;31.txt_adboard_data;0.017902136196803208
nm;32.txt_adboard_data;0.007835951870654603
felt;35.txt_adboard_data;0.009284118828387694
mealsmeals;6.txt_adboard_data;0.009588650432204325
healthcare;14.txt_adboard_data;0.024497660058783337
curious;19.txt_adboard_data;0.014032171364201452
plays;30.txt_adboard_data;0.00650362883836131
within;31.txt_adboard_data;0.008158439619918438
jessicajessica;16.txt_adboard_data;0.0023695199968485183
ableable;21.txt_adboard_data;0.009538023383542694
interruptions;35.txt_adboard_data;0.017939961674900036
practice;24.txt_adboard_data;0.0010644634254902406
samples;12.txt_adboard_data;0.015882748739473165
inputinput;14.txt_adboard_data;0.03909023228109798
questions;7.txt_adboard_data;0.010006999813547957
giving;17.txt_adboard_data;0.020919678224289584
members;26.txt_adboard_data;0.004698808306787904
resource;28.txt_adboard_data;0.02847129774038893
time;10.txt_adboard_data;0.0050685577953097334
process;19.txt_adboard_data;0.01092895870458219
coordinatecoordinate;36.txt_adboard_data;0.00545311610382424
comfort;36.txt_adboard_data;0.00545311610382424
survey;10.txt_adboard_data;0.015940410259622784
ir;31.txt_adboard_data;0.0023328422913355207
participantsparticipants;17.txt_adboard_data;0.029708576533634463
evidence-based;0.txt_adboard_data;0.013424110605086055
avram;31.txt_adboard_data;0.005028093923152221
hotelhotel;25.txt_adboard_data;0.006294189943566624
refrigerators;8.txt_adboard_data;0.0056739069009997065
people;36.txt_adboard_data;0.0019319776709338285
northwesternnorthwestern;25.txt_adboard_data;0.005119364213804004
fingersticks;3.txt_adboard_data;0.03713572066704308
karl;20.txt_adboard_data;0.015392585167748314
prefer;1.txt_adboard_data;0.0053771187566244265
unfamiliarity;24.txt_adboard_data;0.0030045081445827736
compiled;32.txt_adboard_data;0.012503609652203056
avram;19.txt_adboard_data;0.0018979448606556005
surprisesurprise;8.txt_adboard_data;0.0028369534504998533
movement;31.txt_adboard_data;0.006998526874006562
date;22.txt_adboard_data;0.006240954124191404
elderly;15.txt_adboard_data;0.053819885024700115
question;8.txt_adboard_data;0.002632443183902455
assume;22.txt_adboard_data;0.006240954124191404
example;13.txt_adboard_data;0.009972199783271126
think;24.txt_adboard_data;0.00010522097754708557
tube;28.txt_adboard_data;0.029345290754936387
year;22.txt_adboard_data;0.011108724131667863
online;7.txt_adboard_data;0.02142145309322243
letter;0.txt_adboard_data;0.011622043457938658
movement;16.txt_adboard_data;0.0040652747704238296
issueissue;18.txt_adboard_data;0.013317304773862072
virtually;23.txt_adboard_data;0.008097653850252982
stationary;11.txt_adboard_data;0.01573547485891656
throughout;32.txt_adboard_data;0.008804578377226256
brochure;28.txt_adboard_data;0.027507941234846726
spamspam;1.txt_adboard_data;0.013168695272001091
disorder;26.txt_adboard_data;0.01482980429699842
rush;34.txt_adboard_data;0.005389213163564008
yesyes;8.txt_adboard_data;0.0017779050462829772
intermittently;26.txt_adboard_data;0.009079638304900509
proceed;21.txt_adboard_data;0.008623500632254949
require;22.txt_adboard_data;0.0039000728520870455
language;28.txt_adboard_data;0.008619547057720063
chair;11.txt_adboard_data;0.03147094971783312
rely;4.txt_adboard_data;0.008436941022749616
previous;0.txt_adboard_data;0.014525604666884195
like;36.txt_adboard_data;0.0020339279689740603
instrumental;28.txt_adboard_data;0.013753970617423363
issues;31.txt_adboard_data;0.00434149838064696
potential;22.txt_adboard_data;0.0033675106771127975
nw;32.txt_adboard_data;0.012503609652203056
replacementreplacement;6.txt_adboard_data;0.009588650432204325
using;35.txt_adboard_data;0.008539429553859876
minemine;24.txt_adboard_data;0.0024437094548093547
treatmenttreatment;38.txt_adboard_data;0.012945345435822762
thinkthink;8.txt_adboard_data;0.003015302048676709
honest;6.txt_adboard_data;0.011789117672077168
run;16.txt_adboard_data;0.004048826925126491
suresure;32.txt_adboard_data;0.004750797891280343
comment;30.txt_adboard_data;0.004942161028757486
mycharts;26.txt_adboard_data;0.009079638304900509
transitiontransition;25.txt_adboard_data;0.005119364213804004
else;7.txt_adboard_data;0.016505515642442674
consentconsent;19.txt_adboard_data;0.004313091831247744
patients;24.txt_adboard_data;0.004214844761899564
urgenciesurgencies;30.txt_adboard_data;0.01300725767672262
beginning;25.txt_adboard_data;0.0035663290750342497
physicians;29.txt_adboard_data;0.004939282052277482
see;16.txt_adboard_data;0.0011199335139409619
missed;35.txt_adboard_data;0.017939961674900036
include;3.txt_adboard_data;0.01410986973710262
functionalities;17.txt_adboard_data;0.029708576533634463
like;2.txt_adboard_data;0.005410566198716152
infoinfo;33.txt_adboard_data;0.016195307700505965
letter;8.txt_adboard_data;0.005993032340801065
also;25.txt_adboard_data;0.002585542756129517
appsapps;8.txt_adboard_data;0.014184767252499267
differently;27.txt_adboard_data;0.023597069423002832
things;16.txt_adboard_data;0.0021905234919899087
happy;18.txt_adboard_data;0.006658652386931036
communicatescommunicates;25.txt_adboard_data;0.006294189943566624
know;27.txt_adboard_data;0.003215626206281809
utilize;39.txt_adboard_data;0.01472189662184209
repositioning;24.txt_adboard_data;0.0024437094548093547
established;19.txt_adboard_data;0.0027029938508529817
need;8.txt_adboard_data;0.0012577544825181713
dutiesduties;31.txt_adboard_data;0.005713187794929704
meeting;6.txt_adboard_data;0.03112629571475185
centerscenters;19.txt_adboard_data;0.008108981552558944
food;11.txt_adboard_data;0.02559682106902002
daily;33.txt_adboard_data;0.0040652747704238296
managers;6.txt_adboard_data;0.011789117672077168
suggestionssuggestions;18.txt_adboard_data;0.009558306601722666
insurances;36.txt_adboard_data;0.00545311610382424
disorders;26.txt_adboard_data;0.0051445822842792355
interactinteract;26.txt_adboard_data;0.009079638304900509
hold;8.txt_adboard_data;0.009229716993565661
gestational;12.txt_adboard_data;0.030690678237225686
insuranceinsurance;22.txt_adboard_data;0.01772588098665541
sign;19.txt_adboard_data;0.002053033586119622
list;16.txt_adboard_data;0.012146480775379474
tube;34.txt_adboard_data;0.0026840204958783285
platform;17.txt_adboard_data;0.06733229293664664
answer;26.txt_adboard_data;0.0032168136770316315
similar;32.txt_adboard_data;0.005502122979880376
host;29.txt_adboard_data;0.008717305320902131
consultationconsultation;24.txt_adboard_data;0.0042313265016766955
interventional;27.txt_adboard_data;0.0051393624761950675
abbvie;24.txt_adboard_data;0.0009940658712915109
groups;38.txt_adboard_data;0.014952598446259222
practices;16.txt_adboard_data;0.005152312593770115
existed;32.txt_adboard_data;0.01016978076142883
evaluated;30.txt_adboard_data;0.005289710833878043
metrics;36.txt_adboard_data;0.00545311610382424
state;6.txt_adboard_data;0.011789117672077168
re-enforcedre-enforced;32.txt_adboard_data;0.012503609652203056
go;23.txt_adboard_data;0.0065880183212670635
helping;25.txt_adboard_data;0.010238728427608009
simple;33.txt_adboard_data;0.015131227600110049
duopaduopa;16.txt_adboard_data;0.0065880183212670635
generally;30.txt_adboard_data;0.004075792829394776
looklook;1.txt_adboard_data;0.013168695272001091
good;31.txt_adboard_data;0.0035574021586163573
communicationscommunications;25.txt_adboard_data;0.005119364213804004
sounds;24.txt_adboard_data;0.0042313265016766955
exposureexposure;20.txt_adboard_data;0.013503898424379301
certainly;36.txt_adboard_data;0.0038398821997594683
product;6.txt_adboard_data;0.01560210053227057
physiciansphysicians;29.txt_adboard_data;0.007090199263249677
forms;19.txt_adboard_data;0.007016085682100726
already;30.txt_adboard_data;0.0018818121490175991
troubleshooting;36.txt_adboard_data;0.0038398821997594683
getting;9.txt_adboard_data;0.0034389901474334464
challenging;20.txt_adboard_data;0.010983363222343136
need;25.txt_adboard_data;0.00697627380345884
learn;25.txt_adboard_data;0.006294189943566624
live;13.txt_adboard_data;0.05576928436570091
package;8.txt_adboard_data;0.0028369534504998533
documentdocument;32.txt_adboard_data;0.01016978076142883
via;11.txt_adboard_data;0.01783164537517125
centerscenters;20.txt_adboard_data;0.03385131208122789
phone;8.txt_adboard_data;0.004404459734475751
previous;10.txt_adboard_data;0.08665843693311594
motivated;13.txt_adboard_data;0.014314809886940108
similar;24.txt_adboard_data;0.0013221120752625179
guessguess;16.txt_adboard_data;0.0049779786416947825
exerciseexercise;11.txt_adboard_data;0.03147094971783312
chance;13.txt_adboard_data;0.006196587151744546
half;19.txt_adboard_data;0.004887651926295488
lt;23.txt_adboard_data;0.008097653850252982
patientpatient;19.txt_adboard_data;0.007007121014648764
covid;23.txt_adboard_data;0.0249574016684656
backing;31.txt_adboard_data;0.005713187794929704
time;21.txt_adboard_data;0.0027420066761511676
comments;23.txt_adboard_data;0.0028807365605604536
muchmuch;32.txt_adboard_data;0.0070846267820545705
likelihood;7.txt_adboard_data;0.05563744208587655
listed;36.txt_adboard_data;0.013305836502838602
entire;31.txt_adboard_data;0.004646807517145173
years;0.txt_adboard_data;0.007262802333442097
time;8.txt_adboard_data;0.0005111150717959396
24-48;19.txt_adboard_data;0.004313091831247744
definitely;40.txt_adboard_data;0.016217081813293528
give;27.txt_adboard_data;0.005923232380344095
dbs;31.txt_adboard_data;0.012144708866824037
feel;18.txt_adboard_data;0.007776363398204477
survey;8.txt_adboard_data;0.009644617972208743
sometimes;9.txt_adboard_data;0.011507859865127262
weeksweeks;20.txt_adboard_data;0.019017889294808712
msn;10.txt_adboard_data;0.010689295255380774
quite;16.txt_adboard_data;0.0047390399936970366
telltell;32.txt_adboard_data;0.012503609652203056
davisdavis;22.txt_adboard_data;0.005021799890859684
see;21.txt_adboard_data;0.006848118044261948
procedureprocedure;23.txt_adboard_data;0.007054567259549262
collaborator;31.txt_adboard_data;0.005713187794929704
maria;14.txt_adboard_data;0.024497660058783337
various;16.txt_adboard_data;0.0031196752085582
asked;28.txt_adboard_data;0.007117824435097233
personally;34.txt_adboard_data;0.029295923742016047
refrigerate;6.txt_adboard_data;0.011789117672077168
outside;34.txt_adboard_data;0.007972438347671336
sustain;0.txt_adboard_data;0.016504764740908034
technologytechnology;21.txt_adboard_data;0.010717048270640156
including;8.txt_adboard_data;0.009452737527534729
look;1.txt_adboard_data;0.027818721042938276
pa;11.txt_adboard_data;0.005978758363179076
much;9.txt_adboard_data;0.007455444471209484
decides;23.txt_adboard_data;0.008097653850252982
much;32.txt_adboard_data;0.0020960593041952588
consult;16.txt_adboard_data;0.0031196752085582
abbvie;25.txt_adboard_data;0.014577386302396867
seen;18.txt_adboard_data;0.003634881991274592
stakeholder;7.txt_adboard_data;0.026337390544002182
eating;13.txt_adboard_data;0.007157404943470054
allowed;35.txt_adboard_data;0.011242887466591387
everyone;15.txt_adboard_data;0.02368305108731119
perfect;5.txt_adboard_data;0.005603756746093437
mail;9.txt_adboard_data;0.034839486610545166
overall;34.txt_adboard_data;0.012830086306525655
person;29.txt_adboard_data;0.002696297439537021
involved;24.txt_adboard_data;0.0022831504428968644
responsesresponses;8.txt_adboard_data;0.0028369534504998533
commentscomments;27.txt_adboard_data;0.004799474284829326
performing;29.txt_adboard_data;0.007090199263249677
practice;34.txt_adboard_data;0.004011209737518101
substance;36.txt_adboard_data;0.00545311610382424
g-tube;25.txt_adboard_data;0.006294189943566624
week;30.txt_adboard_data;0.003365696317821809
practices;23.txt_adboard_data;0.005152312593770115
simply;30.txt_adboard_data;0.005289710833878043
depends;3.txt_adboard_data;0.03268261050048944
potential;24.txt_adboard_data;0.00570787610724216
post;23.txt_adboard_data;0.005641110333164095
avramavram;31.txt_adboard_data;0.005713187794929704
extra;12.txt_adboard_data;0.01923370004615221
may;33.txt_adboard_data;0.0038490069337818594
hesitancy;24.txt_adboard_data;0.0030045081445827736
colleagues;35.txt_adboard_data;0.011242887466591387
ashlyn;8.txt_adboard_data;0.005389560632965096
selectionselection;36.txt_adboard_data;0.01090623220764848
agree;14.txt_adboard_data;0.006552943298378862
hourshours;39.txt_adboard_data;0.023558196198524305
tubes;25.txt_adboard_data;0.0023915033452716304
basing;14.txt_adboard_data;0.03909023228109798
want;4.txt_adboard_data;0.0034320263042354957
filled;2.txt_adboard_data;0.029012281771127406
mentioned;18.txt_adboard_data;0.006658652386931036
across;20.txt_adboard_data;0.03295008966702941
topic;21.txt_adboard_data;0.015219557650427493
return;15.txt_adboard_data;0.04377427371223714
trainingtraining;16.txt_adboard_data;0.0093590256256746
time;26.txt_adboard_data;0.0016358181637674445
adamadam;24.txt_adboard_data;0.0030045081445827736
therapies;36.txt_adboard_data;0.0047992085903802405
easy;40.txt_adboard_data;0.032434163626587055
crucial;9.txt_adboard_data;0.006967897322109034
needneed;25.txt_adboard_data;0.0035663290750342497
in-person;35.txt_adboard_data;0.029182849141491423
job;1.txt_adboard_data;0.007461468632163856
placed;22.txt_adboard_data;0.005554362065833931
thingsthings;16.txt_adboard_data;0.0023695199968485183
executive;25.txt_adboard_data;0.003944538484041385
nursenurse;25.txt_adboard_data;0.010238728427608009
j-tubej-tube;27.txt_adboard_data;0.011798534711501416
forum;35.txt_adboard_data;0.014591424570745712
componentscomponents;24.txt_adboard_data;0.0048874189096187095
text;27.txt_adboard_data;0.007507080458891612
donutdonut;8.txt_adboard_data;0.0056739069009997065
often;16.txt_adboard_data;0.0032940091606335317
could;34.txt_adboard_data;0.002344917949810571
lunchlunch;9.txt_adboard_data;0.007829220892323947
standard;33.txt_adboard_data;0.005641110333164095
amongst;26.txt_adboard_data;0.009079638304900509
familyfamily;13.txt_adboard_data;0.012393174303489091
maria;9.txt_adboard_data;0.006967897322109034
prescribing;22.txt_adboard_data;0.014417302559161635
tubes;19.txt_adboard_data;0.0016387769729503624
evidenceevidence;4.txt_adboard_data;0.033747764090998465
id;8.txt_adboard_data;0.0028369534504998533
best;36.txt_adboard_data;0.005412622982010165
placing;36.txt_adboard_data;0.0030897711516449447
supportsupport;19.txt_adboard_data;0.0052834407295055345
abbvie;33.txt_adboard_data;0.0032940091606335317
suggest;34.txt_adboard_data;0.02838143543395631
alone;13.txt_adboard_data;0.008799933807356181
importance;2.txt_adboard_data;0.01818185707487826
bit;34.txt_adboard_data;0.00585918474840321
person;35.txt_adboard_data;0.005548901977018217
communicate;31.txt_adboard_data;0.0035804272393606417
alleviate;2.txt_adboard_data;0.029012281771127406
monthsmonths;3.txt_adboard_data;0.02614959778036198
attached;33.txt_adboard_data;0.01991191456677913
websites;33.txt_adboard_data;0.01991191456677913
over-confident;18.txt_adboard_data;0.01175181033767186
tubetube;25.txt_adboard_data;0.0023915033452716304
point;25.txt_adboard_data;0.0017042743484781315
share;8.txt_adboard_data;0.0017779050462829772
partpart;23.txt_adboard_data;0.0062393504171164
knowledge;24.txt_adboard_data;0.0042313265016766955
assure;23.txt_adboard_data;0.01991191456677913
roles;30.txt_adboard_data;0.004075792829394776
strategiesstrategies;19.txt_adboard_data;0.004313091831247744
comments;35.txt_adboard_data;0.005190892449705551
reminders;10.txt_adboard_data;0.01763089170897286
tomtom;24.txt_adboard_data;0.0018829107650359363
difference;9.txt_adboard_data;0.0180863765637387
majormajor;36.txt_adboard_data;0.00545311610382424
nicenice;17.txt_adboard_data;0.029708576533634463
convenient;35.txt_adboard_data;0.017939961674900036
visit;30.txt_adboard_data;0.003095730153500866
admissionadmission;20.txt_adboard_data;0.010983363222343136
efficient;36.txt_adboard_data;0.003417441564734827
see;28.txt_adboard_data;0.003094334819999843
try;4.txt_adboard_data;0.01051378038507851
fit;0.txt_adboard_data;0.010343456469264076
sounds;8.txt_adboard_data;0.003995354893867376
participate;35.txt_adboard_data;0.014591424570745712
product;9.txt_adboard_data;0.007357277945606632
healthcare;13.txt_adboard_data;0.011029752159167855
group;17.txt_adboard_data;0.014141295341191957
certain;27.txt_adboard_data;0.00909092853743913
referring;30.txt_adboard_data;0.00650362883836131
titrationtitration;30.txt_adboard_data;0.004579614322305075
importanceimportance;2.txt_adboard_data;0.023597069423002832
simply;5.txt_adboard_data;0.011207513492186873
responsive;26.txt_adboard_data;0.005690165539326203
pretty;16.txt_adboard_data;0.009478079987394073
idea;33.txt_adboard_data;0.01421711998109111
something;36.txt_adboard_data;0.0015778483657695288
patients;34.txt_adboard_data;0.00463247419714876
completion;7.txt_adboard_data;0.026337390544002182
may;16.txt_adboard_data;0.0019245034668909297
reversibility;36.txt_adboard_data;0.00545311610382424
mind;31.txt_adboard_data;0.0035804272393606417
wording;16.txt_adboard_data;0.009955957283389565
apps;8.txt_adboard_data;0.01702172070299912
prescribing;16.txt_adboard_data;0.008097653850252982
epic;26.txt_adboard_data;0.044309411532680136
hosthost;29.txt_adboard_data;0.008717305320902131
often;5.txt_adboard_data;0.0068385830255082046
discussion;24.txt_adboard_data;0.003109729122129859
goodgood;28.txt_adboard_data;0.007117824435097233
present;36.txt_adboard_data;0.0044352788342795334
sheets;25.txt_adboard_data;0.006294189943566624
instance;34.txt_adboard_data;0.009208612457757203
goodgood;22.txt_adboard_data;0.004586664910444517
electronic;26.txt_adboard_data;0.012787089379150112
reasonable;23.txt_adboard_data;0.007010616026906697
pumppump;27.txt_adboard_data;0.010214686632953898
annual;29.txt_adboard_data;0.007090199263249677
routinely;12.txt_adboard_data;0.024962189141688948
unified;33.txt_adboard_data;0.009955957283389565
suresure;8.txt_adboard_data;0.0021558242531860383
signsign;1.txt_adboard_data;0.039506085816003275
thanks;7.txt_adboard_data;0.008146260349239511
sign;11.txt_adboard_data;0.007490092871394045
per;24.txt_adboard_data;0.0024437094548093547
building;36.txt_adboard_data;0.00545311610382424
needed;28.txt_adboard_data;0.007117824435097233
rnrn;25.txt_adboard_data;0.002769712754278766
wonderful;13.txt_adboard_data;0.008799933807356181
peoplepeople;5.txt_adboard_data;0.005626521296356543
move;30.txt_adboard_data;0.0036849985188620094
see;32.txt_adboard_data;0.0014065158272726557
utilize;33.txt_adboard_data;0.004381046983979817
resubmit;16.txt_adboard_data;0.004048826925126491
labs;16.txt_adboard_data;0.0049779786416947825
admission;20.txt_adboard_data;0.009508944647404356
ever;31.txt_adboard_data;0.0035804272393606417
weight;13.txt_adboard_data;0.009972199783271126
abilityability;9.txt_adboard_data;0.0180863765637387
thoughtful;1.txt_adboard_data;0.009272907014312758
control;13.txt_adboard_data;0.007157404943470054
excellent;24.txt_adboard_data;0.0015548645610649295
personal;23.txt_adboard_data;0.005641110333164095
resources;33.txt_adboard_data;0.03066732888785872
argue;30.txt_adboard_data;0.00650362883836131
progress;11.txt_adboard_data;0.01573547485891656
muffinmuffin;8.txt_adboard_data;0.0028369534504998533
make;33.txt_adboard_data;0.002360211052675849
send;25.txt_adboard_data;0.003944538484041385
understanding;31.txt_adboard_data;0.0071608544787212835
sitesite;25.txt_adboard_data;0.004432135217010505
colleagues;27.txt_adboard_data;0.00909092853743913
work;33.txt_adboard_data;0.003527283629774631
resource;32.txt_adboard_data;0.06470749486452029
timely;27.txt_adboard_data;0.014506140885563703
vaccinationsvaccinations;23.txt_adboard_data;0.009955957283389565
learned;35.txt_adboard_data;0.014591424570745712
attempts;39.txt_adboard_data;0.02721103501030957
right;3.txt_adboard_data;0.03535323835297989
specific;35.txt_adboard_data;0.011097803954036435
enticement;0.txt_adboard_data;0.011622043457938658
demo;1.txt_adboard_data;0.026337390544002182
duopa;23.txt_adboard_data;0.005381096211642506
change;34.txt_adboard_data;0.010778426327128016
peoplepeople;23.txt_adboard_data;0.0040652747704238296
insightful;35.txt_adboard_data;0.014591424570745712
patientspatients;8.txt_adboard_data;0.004534086337510234
evaluationevaluation;31.txt_adboard_data;0.005713187794929704
carolyn;19.txt_adboard_data;0.012328028368846248
shootshoot;31.txt_adboard_data;0.005713187794929704
colleague;24.txt_adboard_data;0.0030045081445827736
required;22.txt_adboard_data;0.005554362065833931
website;17.txt_adboard_data;0.012130779914944708
stainless;8.txt_adboard_data;0.014184767252499267
easyeasy;13.txt_adboard_data;0.012393174303489091
big;29.txt_adboard_data;0.012276806469653512
inactive;8.txt_adboard_data;0.0056739069009997065
placed;21.txt_adboard_data;0.019076046767085388
defined;31.txt_adboard_data;0.005713187794929704
instruct;8.txt_adboard_data;0.0028369534504998533
consultationconsultation;31.txt_adboard_data;0.0040230150431326125
kind;26.txt_adboard_data;0.007384901922113355
connectorsconnectors;30.txt_adboard_data;0.005289710833878043
helpful;17.txt_adboard_data;0.022970873380810136
data;20.txt_adboard_data;0.050776968121841834
manager;16.txt_adboard_data;0.015598376042791
informationinformation;4.txt_adboard_data;0.013693831215288872
functionfunction;31.txt_adboard_data;0.011426375589859409
stretch;39.txt_adboard_data;0.03345560420454331
proceed;19.txt_adboard_data;0.002443825963147744
disorder;36.txt_adboard_data;0.0022266482956946965
etc;19.txt_adboard_data;0.0015280799000068957
issueissue;5.txt_adboard_data;0.01171132182339633
improvement;16.txt_adboard_data;0.004048826925126491
hesitate;5.txt_adboard_data;0.006889744094071073
getting;19.txt_adboard_data;0.004002169718615927
something;4.txt_adboard_data;0.009004313439293707
familiar;22.txt_adboard_data;0.005554362065833931
doable;2.txt_adboard_data;0.029012281771127406
bookbook;33.txt_adboard_data;0.009955957283389565
pa-c;8.txt_adboard_data;0.0010051006828922363
familiarity;38.txt_adboard_data;0.014952598446259222
see;11.txt_adboard_data;0.0017700644097456727
physicians;6.txt_adboard_data;0.006679790965937167
kiddos;13.txt_adboard_data;0.017599867614712363
surprised;16.txt_adboard_data;0.0035053080134533486
everyone;35.txt_adboard_data;0.007894350362437063
helphelp;31.txt_adboard_data;0.002956634765348081
password;35.txt_adboard_data;0.012632655932542019
proceduralistsproceduralists;24.txt_adboard_data;0.009013524433748319
time;27.txt_adboard_data;0.007840425339619744
advocate;16.txt_adboard_data;0.0049779786416947825
staffstaff;29.txt_adboard_data;0.006138403234826756
consideration;23.txt_adboard_data;0.008097653850252982
accurateaccurate;34.txt_adboard_data;0.011321866057025329
relatively;25.txt_adboard_data;0.004432135217010505
like;18.txt_adboard_data;0.003287432627068042
educationeducation;4.txt_adboard_data;0.025310823068248847
countrycountry;20.txt_adboard_data;0.013503898424379301
pa-c;24.txt_adboard_data;0.0010644634254902406
populationspopulations;13.txt_adboard_data;0.008799933807356181
perhaps;13.txt_adboard_data;0.006687142055498873
proofproof;14.txt_adboard_data;0.03909023228109798
hurdles;31.txt_adboard_data;0.005713187794929704
teach;8.txt_adboard_data;0.0028369534504998533
used;4.txt_adboard_data;0.003675074843312674
collect;26.txt_adboard_data;0.009079638304900509
pa;14.txt_adboard_data;0.014852494460108022
everythingeverything;3.txt_adboard_data;0.030204248861443628
datadata;20.txt_adboard_data;0.03295008966702941
centers;20.txt_adboard_data;0.03825698462309468
operating;27.txt_adboard_data;0.014506140885563703
concernsconcerns;24.txt_adboard_data;0.0024437094548093547
provider;7.txt_adboard_data;0.00871393912706601
basisbasis;25.txt_adboard_data;0.005119364213804004
addition;24.txt_adboard_data;0.0037658215300718726
recipes;0.txt_adboard_data;0.023244086915877316
lacklack;19.txt_adboard_data;0.004313091831247744
approached;24.txt_adboard_data;0.015022540722913865
often;1.txt_adboard_data;0.013070908690599015
initial;30.txt_adboard_data;0.003365696317821809
trialtrial;24.txt_adboard_data;0.0024437094548093547
others;22.txt_adboard_data;0.006280080161842183
tasktask;7.txt_adboard_data;0.026337390544002182
yearsyears;0.txt_adboard_data;0.008541389322116679
income;4.txt_adboard_data;0.02074621266315256
parkinson;18.txt_adboard_data;0.007364802865773472
utilize;19.txt_adboard_data;0.003795889721311201
information;16.txt_adboard_data;0.008818209074436577
different;32.txt_adboard_data;0.004429888194969486
approval;16.txt_adboard_data;0.014102775832910237
numbersnumbers;33.txt_adboard_data;0.014021232053813395
thank;33.txt_adboard_data;0.01421711998109111
submission;16.txt_adboard_data;0.0049779786416947825
challengeschallenges;36.txt_adboard_data;0.0076797643995189365
type;8.txt_adboard_data;0.004404459734475751
procedure;22.txt_adboard_data;0.02245783638340159
samplesample;5.txt_adboard_data;0.006889744094071073
affects;16.txt_adboard_data;0.0049779786416947825
go;4.txt_adboard_data;0.006864052608470991
vs;1.txt_adboard_data;0.018545814028625516
sure;22.txt_adboard_data;0.0023998135217233835
treatmenttreatment;19.txt_adboard_data;0.006074238741082922
training;24.txt_adboard_data;0.005107121733665552
getting;22.txt_adboard_data;0.002741342981486327
stories;36.txt_adboard_data;0.0044352788342795334
informationinformation;16.txt_adboard_data;0.006571570475969727
agree;26.txt_adboard_data;0.001522077294244479
necessary;16.txt_adboard_data;0.0124787008342328
dietary;13.txt_adboard_data;0.007157404943470054
endoscopically;27.txt_adboard_data;0.011798534711501416
directly;24.txt_adboard_data;0.004290441547691734
high;16.txt_adboard_data;0.0031196752085582
member;24.txt_adboard_data;0.018027048867496637
thakkarthakkar;35.txt_adboard_data;0.011242887466591387
marked;6.txt_adboard_data;0.023578235344154336
goodgood;8.txt_adboard_data;0.004404459734475751
receiving;8.txt_adboard_data;0.0056739069009997065
providers;14.txt_adboard_data;0.010584440690548397
neurology;28.txt_adboard_data;0.006052335277868415
sphere;24.txt_adboard_data;0.0030045081445827736
displaced;27.txt_adboard_data;0.014506140885563703
patient;0.txt_adboard_data;0.001101494061798139
pumppump;24.txt_adboard_data;0.0021156632508383478
rnrn;36.txt_adboard_data;0.0023996042951901202
message;33.txt_adboard_data;0.005641110333164095
even;19.txt_adboard_data;0.00655510789180145
decidedecide;19.txt_adboard_data;0.004313091831247744
responsive;25.txt_adboard_data;0.003944538484041385
conscons;40.txt_adboard_data;0.03406946850187439
even;8.txt_adboard_data;0.0032337363797790577
want;8.txt_adboard_data;0.004693145213584062
consultation;24.txt_adboard_data;0.0034047478224437013
details;33.txt_adboard_data;0.007010616026906697
