Community Name,Room,Topic,Topic Start Date,Topic End Date,Advisor Name,Subtopic,Private Question,Question Number,Question Title,Question Details,Advisor Selections,Advisor Comment,Replied to Response,Replied to Response From,Date/Time Posted
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Avram Fraint, MD, MS",Best Practices for Successful Duopa Treatment Teams,N,1,How do members of your Duopa Treatment team interact and how often do these interactions occur?,,,"Patients are often referred to my by other movement disorders neurologists in our practice. After I evaluate them I then forward their name to Carolyn Taylor, RN, MSN, AGPCNP-BC via EPIC and she then takes care of insurance approval, consultation with the proceduralist, and titration visit. She and I are in touch frequently during the initial phases of Duopa initiation.",,,12/2/20 10:55
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Caitlin Houghton, MD",Best Practices for Successful Duopa Treatment Teams,N,1,How do members of your Duopa Treatment team interact and how often do these interactions occur?,,,"Sandeep Thakkar, D.O. Once a patient is referred to my clinic for Tube placement and deemed a good candidate, our nurses really do all the work behind the scenes to get them scheduled. They talk on email, test or phone.  About once a year we all try to go out to dinner together to have a more in depth conversation about how things are going and discuss any improvements that need to be made,",,,12/3/20 16:50
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Jessica Karl, PhD, PA-C",Best Practices for Successful Duopa Treatment Teams,N,1,How do members of your Duopa Treatment team interact and how often do these interactions occur?,,,"Leonard Verhagen, MD, PhD or myself will see a patient that is either in our practice already or referred by another movement disorder neurologist in our group. We will then involve Dayanna Ocegueda who will start the process of submitting for insurance approval.",,,12/3/20 9:37
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Jessica Karl, PhD, PA-C",Best Practices for Successful Duopa Treatment Teams,N,1,How do members of your Duopa Treatment team interact and how often do these interactions occur?,,,"We interact through epic or verbally. The occur intermittently, not at regular times.",Leonard Verhagen or myself will see a patient that is either in our practice already or referred by another movement disorder neurologist in our group. We will then involve Dayanna Ocegueda who will start the process of submitting for insurance approval.,"Jessica Karl, PhD, PA-C",12/3/20 12:05
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,Dayanna Ocegueda,Best Practices for Successful Duopa Treatment Teams,N,1,How do members of your Duopa Treatment team interact and how often do these interactions occur?,,,We usually interact through Epic. Prior to the PEG J procedure we are notified.,,,12/10/20 8:10
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Sanjiv Parikh, MD, DRM",Best Practices for Successful Duopa Treatment Teams,N,1,How do members of your Duopa Treatment team interact and how often do these interactions occur?,,,"The interaction between the IR team, Our Clinic Team and the Movement disorder Nursing team and support team is excellent. our goal is simple: to provide efficient care that is patient focused in an expeditious fashion. This has worked so far. 
The Movement disorder team really likes my Clinic Facilitator.",,,12/4/20 12:04
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Richard A Pierce, MD, PhD",Best Practices for Successful Duopa Treatment Teams,N,1,How do members of your Duopa Treatment team interact and how often do these interactions occur?,,,"Unless Tom Davis is holding out on me, we have not had any group meetings since the program started.  I agree with him that we largely communicate via the electronic medical record, and again, most of that initial contact is done amongst the nurse practitioners in neurology, surgery, and interventional radiology.  Every now and then, if there is an extenuating circumstance, I will either call my interventional radiologist or Tom Davis directly to discuss a particular patient.",,,12/10/20 15:08
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Carolyn Taylor, RN, MSN, AGPCNP-BC",Best Practices for Successful Duopa Treatment Teams,N,1,How do members of your Duopa Treatment team interact and how often do these interactions occur?,,,"Our team interacts through email/Epic. We generally have several touchpoints throughout the Duopa process 1) when a patient is referred, 2) when the Duopa script is approved and pt is ready to schedule the GI consult, 3) when the PEG-J procedure/Duopa titration is scheduled, 4) after the titration",,,12/2/20 10:25
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Sandeep Thakkar, D.O.",Best Practices for Successful Duopa Treatment Teams,N,1,How do members of your Duopa Treatment team interact and how often do these interactions occur?,,,"my answer is consistent with Caitlin Houghton, MD. We do not meet that often as our staff does the majority of communication. I think once or twice a year is sufficient but if there are issues with patient selection, changes in procedure methods or tubing, then meeting even more frequent is appropriate.",,,12/9/20 10:41
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Leonard Verhagen, MD, PhD",Best Practices for Successful Duopa Treatment Teams,N,1,How do members of your Duopa Treatment team interact and how often do these interactions occur?,,,"The critical team members in neurology are in daily contact about all clinical issues. Once a patient of mine shows solid interest in Duopa, I give them detailed information, hand out brochures, connect them with a patient if they like and ask them to think about it and call me back after discussing it with their support at home, once they are sure they want to move forward. I already have them sign the form, which is kept by Dayanna Ocegueda our 'Mobilizer', until the patient gets back to us, so we don't have to collect a signature at a later time. Since Dayanna Ocegueda sees all my phone calls and MyCharts she is mde aware of the patient's decision before I do and moves the process forward. Communications between neurology and GI occur through Epic. On the day of titration in clinic, the GI PA is kind enough to stop by in clinic to check on the stoma.",,,12/7/20 8:44
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Harold Boutte, Jr, MD",Duopa Treatment Teams,N,4,"Reflecting back on when you became involved with your Treatment Team, what would you have done differently based on what you know today?",,,Nothing. The Nurse educators were amazing and even cam to NMH to give me a tutorial on the tube itself as a re-fresher course before I started placing more of these tubes in my practice.,,,12/10/20 8:17
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,Tom Davis,Duopa Treatment Teams,N,4,"Reflecting back on when you became involved with your Treatment Team, what would you have done differently based on what you know today?",,,We were fortunate to have excellent surgical support from the beginning so I am not sure I would have done anything differently.,,,12/5/20 8:35
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Avram Fraint, MD, MS",Duopa Treatment Teams,N,4,"Reflecting back on when you became involved with your Treatment Team, what would you have done differently based on what you know today?",,,I think more formal training in managing the pump would have been useful.,,,12/2/20 10:52
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Jessica Karl, PhD, PA-C",Duopa Treatment Teams,N,4,"Reflecting back on when you became involved with your Treatment Team, what would you have done differently based on what you know today?",,,I think it went quite smooth at Rush University but I owe that to Dayanna Ocegueda for being extremely organized. Our Duopa RN (Tony D.) at the time was also very helpful it coordinating the care between GI and movement.,,,12/3/20 11:58
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,Dayanna Ocegueda,Duopa Treatment Teams,N,4,"Reflecting back on when you became involved with your Treatment Team, what would you have done differently based on what you know today?",,,I wouldn't have done anything different. With the help from the Abbvie team we were able to make a smooth transition.,,,12/9/20 12:23
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Sanjiv Parikh, MD, DRM",Duopa Treatment Teams,N,4,"Reflecting back on when you became involved with your Treatment Team, what would you have done differently based on what you know today?",,,"We are blessed with a very good well oiled machine between the Nurse coordinator at the Movement Disorder Clinic and my scheduling MA. I just got off the phone and talked to Pam Salas and asked her how are things going from IR's end,  and she said one word 'Fabulous' . There are certain situations where the patient post placement and post initiation of treatment have some tube malfunction issues, either having a hard time flushing or getting a 'high pressure' signal, then they call 'Duopa Connect' and the 'Nurse Coordinator' at the Movement disorder clinic. They in turn let us know and we get on the 'tube Maintainenance and Check' either same day or next day.",,,12/4/20 11:59
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Richard A Pierce, MD, PhD",Duopa Treatment Teams,N,4,"Reflecting back on when you became involved with your Treatment Team, what would you have done differently based on what you know today?",,,"I probably would have identified one or more colleagues in interventional radiology sooner.  Early on, when patients had J tubes that became displaced, I was taking the back to the operating room to reposition the tubes endoscopically.  This not only became a little challenging for me from a scheduling standpoint, but it also resulted in an additional anesthetic and OR time for the patient.  Having the J-tube was repositioned under fluoroscopy in the IR suite with no anesthesia has been a real benefit.",,,12/10/20 15:03
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Carolyn Taylor, RN, MSN, AGPCNP-BC",Duopa Treatment Teams,N,4,"Reflecting back on when you became involved with your Treatment Team, what would you have done differently based on what you know today?",,,I'm overall happy with our Treatment team. We've had smooth transitions between 3 different GI docs and 2 different neurologists so I think the workflow is pretty successful.,,,12/3/20 12:15
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Sandeep Thakkar, D.O.",Duopa Treatment Teams,N,4,"Reflecting back on when you became involved with your Treatment Team, what would you have done differently based on what you know today?",,,"I don't think we would be doing much differently but it has been good to have a person or our point of contact who can have communication with the Gi team's point of contact. The relationship between proceduralist and MDS is key in that they can pick up the phone, text, email, etc to discuss cases in a timely manner. If there were case conferences monthly that may help as well.",,,12/9/20 8:38
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Leonard Verhagen, MD, PhD",Duopa Treatment Teams,N,4,"Reflecting back on when you became involved with your Treatment Team, what would you have done differently based on what you know today?",,,"I agree with both comments that Jessica Karl, PhD, PA-C made",,,12/7/20 8:30
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Harold Boutte, Jr, MD",Best Practices for Successful Duopa Treatment Teams,N,6,"The brochure you viewed was recently developed and made available to assist Proceduralist teams in their discussions with APD patients. Is your team utilizing this resource when discussing Duopa with APD patients pre-procedure and if so, how are you using it? &nbsp;",,,Also did not know this existed but would be very useful.,,,12/10/20 8:34
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Harold Boutte, Jr, MD",Best Practices for Successful Duopa Treatment Teams,N,6,"The brochure you viewed was recently developed and made available to assist Proceduralist teams in their discussions with APD patients. Is your team utilizing this resource when discussing Duopa with APD patients pre-procedure and if so, how are you using it? &nbsp;",,,"I think the resource is a helpful one in the sense that it provides very general information regarding the tube without going into detail about how the tube is placed or who is placing it so as to avoid confusion if it is GI vs Surgery vs IR who is placing the tube and their protocols. If this is meant to be the ""Tube Guide"" then post-tube care and standard language for that which was included on the Placement also need to be provided here as well as the flow sheet for how it works for the patient to see Neurology, get approved, get tube placed, post-tube care, and then resources such as DuoConnect and titration.

This pamphlet has more risks of the procedure and potential complications than actual information on his the tube or pump functions and the steps needed to get there.","Harold Boutte, Jr Richard A Pierce Sanjiv Parikh if you are familiar with this piece, how have you used it and is it beneficial?  Do you have any changes that would make this more useful to you and your team?",Brad Durbin,12/10/20 8:41
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,Tom Davis,Best Practices for Successful Duopa Treatment Teams,N,6,"The brochure you viewed was recently developed and made available to assist Proceduralist teams in their discussions with APD patients. Is your team utilizing this resource when discussing Duopa with APD patients pre-procedure and if so, how are you using it? &nbsp;",,,I think it is best if the proceduralist manages the tube and the neurologist manages the medicine.  Neurologist should determine if the patient is a candidate for Duopa and Proceduralist should determine if the patient is a candidate for the tube.  Patient needs to be a candidate for both.  Proceduralist does not need to be discussing expectations of Duopa with the patient only potential complications of the tube and how they might be handled.,,,12/6/20 6:37
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,Brad Durbin,Best Practices for Successful Duopa Treatment Teams,N,6,"The brochure you viewed was recently developed and made available to assist Proceduralist teams in their discussions with APD patients. Is your team utilizing this resource when discussing Duopa with APD patients pre-procedure and if so, how are you using it? &nbsp;",,,"Harold Boutte, Jr, MD Richard A Pierce, MD, PhD Sanjiv Parikh, MD, DRM if you are familiar with this piece, how have you used it and is it beneficial?  Do you have any changes that would make this more useful to you and your team?",,,12/7/20 7:39
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Caitlin Houghton, MD",Best Practices for Successful Duopa Treatment Teams,N,6,"The brochure you viewed was recently developed and made available to assist Proceduralist teams in their discussions with APD patients. Is your team utilizing this resource when discussing Duopa with APD patients pre-procedure and if so, how are you using it? &nbsp;",,,I have not seen this resource.  I think this is something that is beneficial for the patients especially showing the carrying cases.  I get asked that a lot.  I may give it to the patient but not sure it would be instrumental in my discussion.,,,12/8/20 11:50
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Jessica Karl, PhD, PA-C",Best Practices for Successful Duopa Treatment Teams,N,6,"The brochure you viewed was recently developed and made available to assist Proceduralist teams in their discussions with APD patients. Is your team utilizing this resource when discussing Duopa with APD patients pre-procedure and if so, how are you using it? &nbsp;",,,I have not seen this resource.,,,12/4/20 9:45
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,Dayanna Ocegueda,Best Practices for Successful Duopa Treatment Teams,N,6,"The brochure you viewed was recently developed and made available to assist Proceduralist teams in their discussions with APD patients. Is your team utilizing this resource when discussing Duopa with APD patients pre-procedure and if so, how are you using it? &nbsp;",,,I did not know this existed.,,,12/10/20 8:19
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Sanjiv Parikh, MD, DRM",Best Practices for Successful Duopa Treatment Teams,N,6,"The brochure you viewed was recently developed and made available to assist Proceduralist teams in their discussions with APD patients. Is your team utilizing this resource when discussing Duopa with APD patients pre-procedure and if so, how are you using it? &nbsp;",,,"This is terrific, we would love to see all our patients get access to this before we do our consultation.",,,12/11/20 17:36
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Carolyn Taylor, RN, MSN, AGPCNP-BC",Best Practices for Successful Duopa Treatment Teams,N,6,"The brochure you viewed was recently developed and made available to assist Proceduralist teams in their discussions with APD patients. Is your team utilizing this resource when discussing Duopa with APD patients pre-procedure and if so, how are you using it? &nbsp;",,,I was not aware of this resource - curious if our GI team finds it helpful.,,,12/2/20 10:28
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Sandeep Thakkar, D.O.",Best Practices for Successful Duopa Treatment Teams,N,6,"The brochure you viewed was recently developed and made available to assist Proceduralist teams in their discussions with APD patients. Is your team utilizing this resource when discussing Duopa with APD patients pre-procedure and if so, how are you using it? &nbsp;",,,"Very nice brochure. It can assist as part of the discussion with the GI doc, provide confidence in the procedure, and reinforce what was already discussed by the MDS",,,12/10/20 20:57
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Leonard Verhagen, MD, PhD",Best Practices for Successful Duopa Treatment Teams,N,6,"The brochure you viewed was recently developed and made available to assist Proceduralist teams in their discussions with APD patients. Is your team utilizing this resource when discussing Duopa with APD patients pre-procedure and if so, how are you using it? &nbsp;",,,"Agree with Tom Davis that by the time the patient comes to the proceduralist they should not require any more convincing that Duopa works and why. 
From an information point of view, the brochure does not seem focused. There is a bit of information on why the therapy is good (but not enough to convince anyone) and there is a bit of information on the procedure, but not enough to be very helpful in telling the patient what to expect.",,,12/7/20 9:24
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Harold Boutte, Jr, MD",Best Practices for Successful Duopa Treatment Teams,N,5,"The placemat you viewed is used for AbbVie Treatment Team programs. Have you participated in a program with your Treatment Team using this resource and if so, was this resource helpful to guide discussions?",,,Didn't even know this was available but will request copies as this has language regarding tube care which I would like to review with patients upon discharge after placement.,,,12/10/20 8:34
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,Kendall Cook,Best Practices for Successful Duopa Treatment Teams,N,5,"The placemat you viewed is used for AbbVie Treatment Team programs. Have you participated in a program with your Treatment Team using this resource and if so, was this resource helpful to guide discussions?",,,Tom Davis thank you.  Your comments are well received and we can definitely see how the placemat could seem overly complicated.  Do you think a annual/semi-annual meeting with your treatment team members at Vanderbilt dedicated to discussing responsibilities and evolving management topics would be helpful?  Is it something you already do?  Would something like this be helpful for AbbVie to host?,"We would probably not use it.  It seems over complicated.  Our patients continue to see the doctor they have always seen and contact surgery if they have problems with the tube.  I think the simpler you can make it seem to the patient, the more they view it as ""no big deal"" and are more likely to try the therapy.",Tom Davis,12/6/20 12:27
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,Kendall Cook,Best Practices for Successful Duopa Treatment Teams,N,5,"The placemat you viewed is used for AbbVie Treatment Team programs. Have you participated in a program with your Treatment Team using this resource and if so, was this resource helpful to guide discussions?",,,"Jessica Karl, PhD, PA-C Thank you and we agree this resource is more geared towards treatment teams just getting started.  Does your established treatment team at Rush regularly meet to discuss and refine responsibilities and evolving patient management topics?",We have not participated in a program using this resource. I think this resource would be useful for a team new to Duopa.,"Jessica Karl, PhD, PA-C",12/6/20 12:30
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,Tom Davis,Best Practices for Successful Duopa Treatment Teams,N,5,"The placemat you viewed is used for AbbVie Treatment Team programs. Have you participated in a program with your Treatment Team using this resource and if so, was this resource helpful to guide discussions?",,,"We would probably not use it.  It seems over complicated.  Our patients continue to see the doctor they have always seen and contact surgery if they have problems with the tube.  I think the simpler you can make it seem to the patient, the more they view it as ""no big deal"" and are more likely to try the therapy.",,,12/5/20 9:02
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Avram Fraint, MD, MS",Best Practices for Successful Duopa Treatment Teams,N,5,"The placemat you viewed is used for AbbVie Treatment Team programs. Have you participated in a program with your Treatment Team using this resource and if so, was this resource helpful to guide discussions?",,,Seems like something we could try to incorporate in the future.,"Our neuro and GI teams had a meeting several years ago, prior to the development of this placemat resource. Unfortunately we have not had the opportunity to get together with our new treatment team (including new neurologist and proceduralist) due in part to the pandemic.","Carolyn Taylor, RN, MSN, AGPCNP-BC",12/10/20 6:47
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Caitlin Houghton, MD",Best Practices for Successful Duopa Treatment Teams,N,5,"The placemat you viewed is used for AbbVie Treatment Team programs. Have you participated in a program with your Treatment Team using this resource and if so, was this resource helpful to guide discussions?",,,I agree that this may be nice for new partnerships so that not only the physicians know the roles but that the supportive staff know the workflow as well.  Our team happened organically but this a nice resource to have to start conversation about roles and workflow.,,,12/8/20 11:43
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Jessica Karl, PhD, PA-C",Best Practices for Successful Duopa Treatment Teams,N,5,"The placemat you viewed is used for AbbVie Treatment Team programs. Have you participated in a program with your Treatment Team using this resource and if so, was this resource helpful to guide discussions?",,,We have not participated in a program using this resource. I think this resource would be useful for a team new to Duopa.,,,12/4/20 8:31
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Jessica Karl, PhD, PA-C",Best Practices for Successful Duopa Treatment Teams,N,5,"The placemat you viewed is used for AbbVie Treatment Team programs. Have you participated in a program with your Treatment Team using this resource and if so, was this resource helpful to guide discussions?",,,At our center we do not regularly meet but we will discuss if an issue arises to prevent it in the future.,Jessica Karl Thank you and we agree this resource is more geared towards treatment teams just getting started.  Does your established treatment team at Rush regularly meet to discuss and refine responsibilities and evolving patient management topics?,Kendall Cook,12/7/20 8:00
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,Dayanna Ocegueda,Best Practices for Successful Duopa Treatment Teams,N,5,"The placemat you viewed is used for AbbVie Treatment Team programs. Have you participated in a program with your Treatment Team using this resource and if so, was this resource helpful to guide discussions?",,,"I've never used this placemat, but perhaps it could be useful.",,,12/10/20 8:18
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Sanjiv Parikh, MD, DRM",Best Practices for Successful Duopa Treatment Teams,N,5,"The placemat you viewed is used for AbbVie Treatment Team programs. Have you participated in a program with your Treatment Team using this resource and if so, was this resource helpful to guide discussions?",,,"Have not used this resource personally but I believe the Movement Disorder point person does use some segment of this  plan. 
I did notice that everywhere the tube is described at percutaneous endoscopic PEG-J. Being an interventional radiologist performing this procedure, it would be worthwhile also including 'IR Percutaneous pull through Gastro-J'.",,,12/11/20 17:32
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Richard A Pierce, MD, PhD",Best Practices for Successful Duopa Treatment Teams,N,5,"The placemat you viewed is used for AbbVie Treatment Team programs. Have you participated in a program with your Treatment Team using this resource and if so, was this resource helpful to guide discussions?",,,"I was not aware that this was available, and I have never used it.  It does seem like it would be a helpful resource though!",,,12/10/20 15:19
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Carolyn Taylor, RN, MSN, AGPCNP-BC",Best Practices for Successful Duopa Treatment Teams,N,5,"The placemat you viewed is used for AbbVie Treatment Team programs. Have you participated in a program with your Treatment Team using this resource and if so, was this resource helpful to guide discussions?",,,"Our neuro and GI teams had a meeting several years ago, prior to the development of this placemat resource. Unfortunately we have not had the opportunity to get together with our new treatment team (including new neurologist and proceduralist) due in part to the pandemic.",,,12/2/20 10:27
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Sandeep Thakkar, D.O.",Best Practices for Successful Duopa Treatment Teams,N,5,"The placemat you viewed is used for AbbVie Treatment Team programs. Have you participated in a program with your Treatment Team using this resource and if so, was this resource helpful to guide discussions?",,,I think we can utilize this format but I think it can be more useful for programs starting up. It doesn't fit our need as an established program,,,12/10/20 20:53
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Leonard Verhagen, MD, PhD",Best Practices for Successful Duopa Treatment Teams,N,5,"The placemat you viewed is used for AbbVie Treatment Team programs. Have you participated in a program with your Treatment Team using this resource and if so, was this resource helpful to guide discussions?",,,"Have not used the placement, but it may be a good starting point for a meeting between all players of a new Duopa team.
I think it is useful to have a team meeting with the different disciplines. We had one or 2 such dinner meetings and there are always issues to discuss. Importantly it also is an opportunity to show appreciation to all involved and renew the engagement of all parties to the therapy.",,,12/7/20 9:16
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Harold Boutte, Jr, MD",Duopa Treatment Teams,N,1,"The resource you viewed shows the various members of a Duopa Treatment Team. Are there additional members of your Duopa Treatment Team not reflected? If so, please identify and explain their roles.",,,I would argue that the Nurse Educator plays an important role in the team list and should play a standard role to facilitate Abbvie communication between patient and providers.,,,12/10/20 8:12
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,Tom Davis,Duopa Treatment Teams,N,1,"The resource you viewed shows the various members of a Duopa Treatment Team. Are there additional members of your Duopa Treatment Team not reflected? If so, please identify and explain their roles.",,,"At Vanderbilt all of the movement providers inject botulinum toxin, and manage patients on DBS, Duopa, and apomorphine. All patients who are candidates for both Duopa and DBS are offered both therapies.  I think patients are more willing to consider ""advanced therapies"" if they can keep the provider with whom they have a long term relationship.  NP/PA s in movement disorders and general surgery have been very helpful in managing the urgencies that can occur with advanced therapies.",,,12/3/20 6:29
